0.034	12.35	45.04E-3
0.314	11.44	56.27E-3
0.593	9.01	38.22E-3
0.872	6.25	34.82E-3
1.151	3.72	31.95E-3
1.431	2.16	34.84E-3
1.570	1.76	34.19E-3
1.850	2.57	33.50E-3
2.129	4.68	36.25E-3
2.408	7.37	51.78E-3
2.687	10.16	40.09E-3
2.967	12.42	49.96E-3
3.246	12.75	59.43E-3
3.525	11.76	42.71E-3
3.804	8.90	39.25E-3
4.084	5.78	36.83E-3
4.363	3.091	31.04E-3
4.642	1.98	32.86E-3
4.921	2.37	31.73E-3
5.201	4.33	33.29E-3
5.480	7.03	45.56E-3
5.759	9.57	38.94E-3
6.038	11.59	42.35E-3
